Source,Destination,Road Length (km),Congestion Level,Travel Time (min),Weather,Alternative Routes,Suitability Score,route_type,data_note,congestion_enc,weather_enc,is_peak,quality_label
Jos,Abuja,232.62361,High,217.8,Cloudy,1,2.05,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Kano,Jos,297.86287,High,272.81,Cloudy,3,7.02,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Good
Benin City,Ibadan,288.22386,Medium,223.98,Clear,0,6.33,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Benin City,Kano,837.16032,High,614.67,Rainy,3,6.72,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Moderate
Jos,Ibadan,831.54397,High,603.83,Clear,1,9.93,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Abuja,Port Harcourt,606.98275,Low,528.96,Foggy,1,1.94,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Poor
Port Harcourt,Benin City,286.64756,High,277.63,Rainy,0,5.43,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Moderate
Benin City,Kano,837.16032,Low,614.67,Clear,1,3.24,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Poor
Jos,Enugu,515.51829,Medium,438.09,Cloudy,0,5.04,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Moderate
Ibadan,Port Harcourt,573.25476,Medium,497.31,Cloudy,0,1.3,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Poor
Kano,Lagos,992.07454,High,656.51,Clear,0,3.28,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Poor
Ibadan,Enugu,533.28268,Low,409.57,Foggy,1,2.27,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Poor
Enugu,Benin City,248.85382,Medium,200.88,Clear,1,4.37,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Kano,Enugu,801.37292,High,629.28,Foggy,2,1.7,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Poor
Kano,Benin City,837.51247,Medium,621.12,Cloudy,2,2.03,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Poor
Kano,Ibadan,865.35273,Medium,584.82,Foggy,1,4.69,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Moderate
Ibadan,Port Harcourt,573.25476,Medium,497.31,Rainy,0,9.13,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Good
Abuja,Benin City,466.00838,Low,349.05,Cloudy,2,6.0,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Port Harcourt,Enugu,234.03966,Low,186.79,Rainy,2,6.24,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Ibadan,Port Harcourt,573.25476,High,497.31,Clear,3,4.85,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Ibadan,Kaduna,645.9704,Medium,430.13,Foggy,2,4.93,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Moderate
Lagos,Kano,989.64216,Low,653.26,Clear,0,4.76,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Moderate
Enugu,Ibadan,531.74483,High,406.38,Rainy,2,9.12,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Good
Enugu,Abuja,368.41768,Medium,345.87,Rainy,1,4.31,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Moderate
Lagos,Port Harcourt,598.65649,Low,492.15,Cloudy,0,1.82,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Lagos,Benin City,314.37299,High,220.65,Foggy,2,8.79,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Good
Kano,Lagos,992.07454,High,656.51,Foggy,2,1.14,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Poor
Kaduna,Ibadan,649.79189,Low,431.24,Foggy,0,5.16,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Benin City,Kano,837.16032,High,614.67,Clear,2,4.04,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Lagos,Jos,957.1304,Low,676.55,Cloudy,0,3.05,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Kano,Port Harcourt,1040.28448,Low,810.08,Foggy,3,1.68,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Poor
Jos,Enugu,515.51829,Medium,438.09,Clear,2,6.07,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Ibadan,Enugu,533.28268,Medium,409.57,Clear,2,8.71,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
Abuja,Ibadan,621.45345,Low,416.3,Clear,2,9.44,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Port Harcourt,Benin City,286.64756,Low,277.63,Cloudy,1,8.59,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Good
Lagos,Kaduna,772.26224,High,501.65,Cloudy,1,4.35,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Moderate
Kano,Abuja,428.76915,Medium,330.56,Foggy,1,1.14,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Lagos,Benin City,314.37299,Low,220.65,Clear,0,2.6,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Poor
Abuja,Enugu,365.9507,Low,342.42,Foggy,2,5.55,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Abuja,Port Harcourt,606.98275,Low,528.96,Cloudy,2,2.95,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Abuja,Kano,422.73338,High,322.4,Rainy,0,1.67,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Ibadan,Abuja,617.21315,Medium,418.55,Foggy,2,9.92,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Good
Kano,Enugu,801.37292,Medium,629.28,Cloudy,0,1.86,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Poor
Port Harcourt,Enugu,234.03966,Low,186.79,Clear,2,5.54,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Moderate
Lagos,Ibadan,129.68181,Medium,78.82,Rainy,1,9.58,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Good
Lagos,Kaduna,772.26224,High,501.65,Rainy,1,5.39,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Moderate
Benin City,Kano,837.16032,High,614.67,Rainy,1,5.61,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Moderate
Lagos,Enugu,558.6844,High,404.41,Clear,0,1.3,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Poor
Abuja,Benin City,466.00838,High,349.05,Rainy,2,4.82,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Moderate
